LIBRARY_SYSTEM,LOCATION,BRANCH_UNIQUE_ID,SCHOOL_DISTRICT_SERVED,PHONE,PHYSICAL_ADDRESS,CITY,PROVINCE,POSTAL_CODE,LATITUDE,LONGITUDE,MTLS_OUTLET,MTLS_CIRC_B,CIRC_CHILD_MTLS_B,REF_TRANS_B,VISITS_B,AD_INLIB_PGMS_B ,AD_OUT_PGMS_B ,ADULT_ATTEND_B ,CH_INLIB_PGMS_B ,CH_OUT_PGMS_B ,CHILD_ATTEND_B ,YA_INLIB_PGMS_B ,YA_OUT_PGMS_B ,YA_ATTEND_B ,ESL_INLIB_PGMS_B ,ESL_OUT_PGMS_B ,ESL_ATTEND_B ,LIBRARIAN_HRS_B ,LIB_TECH_HRS_B ,COMM_LIB_HRS_B ,OTH_HRS_B ,branch_copiers ,LEED_CERT_B ,SHRD_FAC ,FLOORSPACE ,HRS_OPEN ,DAYS_OPEN 
Terrace Public Library,Terrace Public Library,BTE001,60,(250) 789-9878,4610 Park Avenue,Terrace,BC,V8G 1V6,54.518129,-128.587312,9299,2365,1168,750,1832,27,1,81,31,3,252,23,2,6,0,0,0,0,0,1370,951,1,No,No,1664,1706,250
Thompson Nicola Regional Library,Ashcroft Branch,BKCT002,82,(250) 638-8177,201 Brink Street,Ashcroft,BC,V0K 1A0,50.72495627,-121.2811964,56799,115704,40672,15260,144277,36,72,767,80,11,5956,37,3,331,0,0,0,1820,1456,2570,19071,2,No,Yes,1350,3124,345
Thompson Nicola Regional Library,Barriere Branch,BKCT003,74,(250) 453-9042,4511 Barriere Town Road,Barriere,BC,V0E 1E0,51.17942674,-120.1254436,"14,399","29,084","4,632","6,171","11,255",136,10,"1,159",31,1,359,4,0,4,0,1,0,,,722,"1,079",1,No,No,334,"1,352",256
Thompson Nicola Regional Library,Blue River Branch,BKCT004,73,(250) 672-5811,829 Cedar Street,Blue River,BC,V0E 1J0,52.10511152,-119.3074181,"14,027","31,736","4,473","3,300","13,419",15,1,412,39,2,623,0,0,0,0,0,0,,,561,"1,242",1,No,No,313,"1,352",256
Thompson Nicola Regional Library,Cache Creek Branch,BKCT006,73,(250) 673-8235,1390 Quartz Road,Cache Creek,BC,V0K 1H0,50.80687621,-121.324933,"3,742","3,818",785,546,"1,590",15,0,62,29,0,243,26,0,63,0,0,0,,,,787,1,No,No,94,816,204
Thompson Nicola Regional Library,Chase Branch,BKCT007,n/a,1-855-552-2665,614 Shuswap Avenue,Chase,BC,V0E 1M0,50.818971,-119.690258,"9,954","28,902","8,099","6,382","7,640",,2,503,,,,,,,,,,,"1,532",,"2,125",0,No,Yes,0,641,180
Thompson Nicola Regional Library,Clearwater Branch,BKCT008,74,(250) 457-9953,422 Murtle Crescent,Clearwater,BC,V0E 1N0,51.6497,-120.038295,"8,169","11,795","2,150","3,426","6,042",67,0,344,9,0,65,0,0,0,0,0,0,,,,854,1,No,No,130,816,204
Thompson Nicola Regional Library,Clinton Branch,BKCT009,73,(250) 679-3331,1506 Tingley Street,Clinton,BC,V0K 1K0,51.09187533,-121.5836092,"13,276","36,343","8,076","11,181","15,674",51,1,225,76,0,794,2,0,11,1,0,6,,,685,"1,255",1,No,No,308,"1,560",256
Thompson Nicola Regional Library,Kamloops Branch,BKCT010,73,(250) 674-2543,100 - 465 Victoria Street,Kamloops,BC,V2C 2A9,50.67556777,-120.3302902,"15,287","43,885","10,564","3,596","14,121",78,0,"48,332",35,0,264,0,0,0,0,0,0,,,760,"1,366",1,No,No,284,"1,560",256
Thompson Nicola Regional Library,Logan Lake Branch,BKCT011,74,(250) 459-7752,70 - 150 Opal Dr.,Logan Lake,BC,V0K 1W0,50.49259364,-120.8159635,"8,163","10,949","1,551","1,398","4,597",32,0,253,13,0,52,7,0,53,0,0,0,,,,846,1,No,No,184,816,204
Thompson Nicola Regional Library,Lytton Branch,BKCT012,73,(250) 372-5145,121 Fourth Street,Lytton,BC,V0K 1Z0,50.231335,-121.581809,"83,979","224,627","98,714","64,922","139,456",126,24,"1,122",229,117,"11,579",0,7,35,0,0,0,"3,250","1,581",,"18,426",3,No,Yes,"1,765.00","2,806",335
Thompson Nicola Regional Library,Merritt Branch,BKCT013,73,(250) 523-6745,1691 Garcia Street,Merritt,BC,V1K 1B8,50.108473,-120.788262,"14,677","29,703","9,134","15,599","15,387",51,9,422,79,0,933,1,0,2,0,0,0,,,689,"1,192",1,No,No,186,"1,560",256
Thompson Nicola Regional Library,North Kamloops Branch,BKCT014,74,(250) 455-2521,693 Tranquille Road,Kamloops,BC,V2B 3H7,50.69691983,-120.3619577,"6,715","8,343","1,962","1,724","5,315",18,0,40,29,0,90,0,0,0,0,0,0,,,,862,1,No,Yes,100,816,204
Thompson Nicola Regional Library,Savona Branch,BKCT016,58,(250) 378-4737,60 Savona Street,Savona,BC,V0K 2J0,50.75374359,-120.8423367,"31,541","95,908","24,211","28,392","47,391","2,889",8,"1,950",861,0,"3,392",26,0,64,1,0,5,"1,485",,,"5,580",1,No,No,728,"2,096",256
Trail & District Public Library,Trail & District Public Library,BT001,73,(250) 554-1124,1051 Victoria Street,Trail,BC,V1R 3T3,49.09481565,-117.7059787,"70,564","307,031","80,466","60,735","149,901",183,19,29,299,18,"10,116",13,1,93,1,0,12,"1,623","1,187",,"15,451",2,Yes,Yes,"1,271.00","2,737",301
Tumbler Ridge Public Library,Tumbler Ridge Public Library,BTR001,73,1-800-552-2665,340 Front Street,Tumbler Ridge,BC,V0C 2W0,55.12531251,-121.0022213,"4,388","4,634",910,603,,3,14,40,14,35,"2,174",7,7,186,0,0,0,"2,968",,,"3,256",0,Yes,Yes,634,,
Valemount Public Library,Valemount Public Library,BVALE001,73,(250) 373-2666,1090A Main Street,Valemount,BC,V0E 2Z0,52.83586561,-119.2621285,"6,994","9,670","3,493","3,946","4,522",34,0,173,111,0,"1,315",4,0,22,0,0,0,,,,"1,017",1,No,No,130,816,204
Vancouver Island Regional Library,Bella Coola Branch,BNVI001,73,250-374-8866,450 MacKenzie St,Bella Coola,BC,V0T 1C0,52.37125542,-126.7560101,879,"3,488",910,,,,,,,,,,,,,,,"4,642","1,813",,"17,737",1,No,No,883,,
Vancouver Island Regional Library,Bowser Branch,BNVI002,20,(250) 364-1731,6996 Island Highway West,Bowser,BC,V0R 1G0,49.43500682,-124.6758989,51503,42074,14885,9305,73552,22,8,550,205,28,6247,11,1,39,0,0,0,3640,1248,0,6400,1,Yes,Yes,522,2500,254
Vancouver Island Regional Library,Campbell River Branch,BNVI003,59,(250) 242-4778,1240 Shopper's Row,Campbell River,BC,V9W 2C8,50.02735357,-125.2458353,36895,18297,4304,7147,94775,43,17,1085,527,26,10703,15,3,132,1,3,50,0,1950,,9230,1,No,Yes,450,2958,358
Vancouver Island Regional Library,Chemainus Branch,BNVI004,57,(250) 566-4367,2592 Legion Street,Chemainus,BC,V0R 1K0,48.922375,-123.718821,16375,16701,2824,1550,7450,48,0,235,18,0,186,0,0,0,0,0,0,0,0,3129,397,1,No,No,144,1829,254
Vancouver Island Regional Library,Comox Branch,BNVI005,49,(250) 799-5330,1720 Beaufort Avenue,Comox,BC,V9M 1R7,49.67192435,-124.9238159,"8,589","21,323","7,309","2,590","14,805",1,1,4,34,6,394,3,0,9,,,,0,0,0,"2,060",3,No,Yes,158,"1,109",206
Vancouver Island Regional Library,Cortes Island Branch,BNVI006,69,(250) 757-9570,Sutil Point Road,Mansons Landing,BC,V0P 1K0,50.07413311,-124.9514332,"7,422","19,322","2,667","1,126","13,964",26,0,238,1,0,52,8,0,29,,,,0,4,0,"1,462",2,No,Yes,125,"1,030",206
Vancouver Island Regional Library,Courtenay Branch,BNVI007,72,(250)287-3655,300 - 6th Street,Courtenay,BC,V9N 9V9,49.690244,-124.997863,"50,232","204,681","54,032","27,304","303,207",161,17,"1,297",166,9,"7,134",14,1,797,,,,"5,233","2,334",0,"14,638",3,No,Yes,900,"2,890",353
Vancouver Island Regional Library,Cowichan Branch,BNVI008,79,(250) 246-9471,2687 James Street,Duncan,BC,V9L 2X5,48.78307099,-123.7038924,"9,376","38,136","4,338","2,884","27,655",12,0,87,11,3,376,2,0,20,,,,0,15,0,"3,956",3,No,Yes,113,"1,863",302
Vancouver Island Regional Library,Cowichan Lake Branch,BNVI009,71,(250) 339-2971,38 King George Street,Lake Cowichan,BC,V0R 2G0,48.82463134,-124.0567836,"26,425","159,259","43,030","3,871","89,487",52,0,303,50,5,"1,983",2,0,17,,,,616,8,0,"9,500",2,No,Yes,497,"2,576",302
Vancouver Island Regional Library,Creativity Commons,BNVI041,72,(250) 935-6566,90 Commercial Street,Nanaimo,BC,V9R 5G4,49.16558128,-123.9363796,"5,927","13,435","3,492",864,"4,925",15,1,107,15,2,157,4,0,22,,,,0,0,0,"1,537",1,No,Yes,126,"1,024",205
Vancouver Island Regional Library,Cumberland Branch,BNVI010,71,(250) 334-3369,2724 Dunsmuir Avenue,Cumberland,BC,V0R 1S0,49.61937429,-125.0270294,"58,318","295,890","76,634","21,313","314,549",148,1,680,129,13,"5,312",5,2,135,,,,"5,238",723,0,"16,614",3,No,No,"1,163.00","2,890",353
Vancouver Island Regional Library,Gabriola Island Branch,BNVI011,79,(250) 746-7661,5 - 575 North Road,Gabriola Island,BC,V0R 1X5,49.17311206,-123.844486,"60,866","348,089","90,486","10,895","252,814",139,7,"2,081",203,24,"6,725",13,4,412,,,,"5,202",11,0,"17,133",4,No,Yes,"1,189.00","2,890",353
Vancouver Island Regional Library,Gold River Branch,BNVI012,79,(250) 749-3431,396 Nimpkish Drive,Gold River,BC,V0P 1G0,49.77762522,-126.0521295,"14,368","60,314","15,339","4,950","33,296",74,1,686,131,14,"2,466",4,1,84,,,,"1,785",11,0,"5,341",3,No,Yes,327,"2,261",257
Vancouver Island Regional Library,Hornby Island Branch,BNVI013,71,(250) 336-8121,1765 Sollans Road,Hornby Island,BC,V0R 1Z0,49.53663901,-124.6657783,"11,449","36,070","16,445","4,583","26,161",4,0,89,40,6,"2,343",0,0,0,,,,0,4,0,"4,183",2,No,No,286,"1,799",257
Vancouver Island Regional Library,Ladysmith Branch,BNVI014,68,(250) 247-7878,#3 - 740 First Avenue,Ladysmith,BC,V9G 1A3,48.995162,-123.820195,"14,908","86,440","11,324","4,587","75,103",174,15,"2,897",92,3,"2,389",2,0,34,,,,"1,820",0,0,"7,679",2,No,Yes,293,"2,107",257
Vancouver Island Regional Library,Masset Branch,BNVI015,84,(250) 283-2502,2123 Collison,Masset,BC,V0T 1M0,54.01287412,-132.1499526,"8,606","14,886","4,314","3,243","10,944",54,2,742,34,0,541,6,0,28,,,,0,0,0,"2,002",2,No,Yes,143,"1,050",205
Vancouver Island Regional Library,Nanaimo Harbourfront Branch,BNVI016,68,n/a,90 Commercial Street,Nanaimo,BC,V9R 5G4,49.16558128,-123.9363796,"6,789","26,841","2,990",,,,,,,,,,,,,,,"5,482",0,0,"84,281",11,No,No,"1,058.00",0,0
Vancouver Island Regional Library,Nanaimo North,BNVI040,71,(250) 335-0044,6250 Hammond Bay Road,Nanaimo,BC,V9R 5N3,49.2346941,-124.0384797,"5,592","36,746","4,739",944,,6,0,8,24,1,283,1,0,1,,,,0,0,0,"2,209",2,No,No,77,"1,338",257
Vancouver Island Regional Library,Nanaimo Wellington Branch,BNVI017,68,(250) 245 2322,3032 Barons Road,Nanaimo,BC,V9T 4B5,49.20669644,-124.0050716,"27,237","122,968","27,454","9,448","102,537",43,2,830,39,0,"1,011",4,0,95,,,,"1,830",9,0,"8,219",2,No,Yes,400,"2,576",302
Vancouver Island Regional Library,Parksville Branch,BNVI018,50,(250) 626-3663,100 Jensen Avenue E,Parksville,BC,V9P 2G6,49.31801394,-124.3117095,"9,754","22,772","6,306","1,552","17,144",12,1,245,34,24,971,1,0,10,,,,0,"1,085",0,"1,461",3,No,No,147,"1,030",206
Vancouver Island Regional Library,Port Alberni Branch,BNVI019,68,(250) 753-1154,4245 Wallace Unit B,Port Alberni,BC,V9Y 3Y6,49.25127104,-124.7958207,"43,841","199,282","50,182","39,735","177,338",339,3,"6,755",241,15,"10,481",48,0,"2,606",,,,"13,510","1,433",0,"19,569",10,No,No,"2,323.00","2,890",353
Vancouver Island Regional Library,Port Alice Branch,BNVI020,85,(250) 281-2263,951 Marine Drive,Port Alice,BC,V0N 2N0,50.42872059,-127.4884473,"62,186","345,795","119,920","15,568","211,830",238,0,"2,792",258,20,"12,349",25,9,639,,,,"6,922",0,0,"17,101",3,No,No,"1,636.00","2,890",353
Vancouver Island Regional Library,Port Clements Branch,BNVI021,68,(250) 758-5544,35 Cedar Avenue W.,Port Clements,BC,V0T 1R0,53.68571388,-132.1841078,"30,356","170,100","48,731","11,267","136,322",159,10,"1,169",151,26,"7,117",3,1,141,,,,"3,647",154,0,"12,959",2,No,Yes,399,"2,711",302
Vancouver Island Regional Library,Port Hardy Branch,BNVI022,69,(250) 248-3841,7110 Market,Port Hardy,BC,V0N 2P0,50.721093,-127.492257,"28,270","218,686","41,293","6,202","242,786",162,3,"1,500",131,11,"6,610",61,1,897,,,,"3,570",0,0,"13,277",2,No,Yes,582,"2,890",353
Vancouver Island Regional Library,Port McNeill Branch,BNVI023,70,(250) 723-9511,4 - 1584 Broughton Blvd.,Port McNeill,BC,V0N 2R0,50.58980986,-127.0874781,"34,904","117,156","25,496","3,588","116,684",87,0,684,55,3,"1,358",1,1,62,,,,"2,094",0,0,"10,446",3,No,Yes,697,"2,711",302
Vancouver Island Regional Library,Port Renfrew Branch,BNVI024,85,(250) 284-3554,6633 Deering Road,Port Renfrew,BC,V0S 1K0,48.55707609,-124.4003234,"6,520","8,046","1,659",814,"7,626",28,3,277,32,11,289,3,0,25,,,,0,0,0,"1,976",2,No,Yes,113,"1,030",206
Vancouver Island Regional Library,Quadra Island Branch,BNVI025,50,(250) 557-4402,712 Cramer Road,Quadra Island,BC,V0P 1H0,50.04043292,-125.2090631,"5,480","23,106","3,820",564,"20,576",56,1,481,17,7,375,0,0,0,,,,0,0,0,"1,520",2,No,Yes,93,"1,082",206
Vancouver Island Regional Library,Qualicum Beach Branch,BNVI026,85,(250) 949-6661,660 Primrose Street,Qualicum Beach,BC,V9K 1S9,49.3478762,-124.4440363,"10,364","43,368","8,478","3,104","242,226",52,33,414,85,30,"2,423",6,4,41,,,,140,"1,497",0,"2,816",2,No,Yes,251,"1,491",257
Vancouver Island Regional Library,Queen Charlotte Branch,BNVI027,85,(250) 956-3669,138 Bay,Queen Charlotte City,BC,V0T 1S0,53.25404911,-132.0800801,"9,910","20,872","6,306","4,430","20,052",22,16,986,92,15,"4,264",3,5,454,,,,0,0,0,"2,340",3,No,Yes,143,"1,184",206
Vancouver Island Regional Library,Sandspit Branch,BNVI028,62,(250) 647-5423,Seabreeze Plaza,Sandspit,BC,V0T 1T0,53.24538365,-131.8249815,"5,446","10,317",573,420,"6,702",5,0,35,9,0,51,3,0,6,,,,0,0,0,"1,289",1,No,Yes,67,978,206
Vancouver Island Regional Library,Sayward Branch,BNVI029,72,(250) 285-2216,641C Kelsey Way,Sayward,BC,V0P 1R0,50.3787581,-125.9577873,"16,008","91,494","19,057","2,650","44,308",46,1,526,38,4,624,4,0,32,,,,0,1,0,"5,268",2,No,Yes,298,"1,799",257
Vancouver Island Regional Library,Sidney/North Saanich Branch,BNVI030,69,(250) 752-6121,10091 Resthaven Drive,Sidney,BC,V8L 3G3,48.655232,-123.402751,"31,806","168,418","33,111","7,784","117,480",73,0,562,63,9,"3,285",19,0,48,,,,"1,700",0,0,"10,316",2,No,Yes,636,"2,711",302
Vancouver Island Regional Library,Sointula Branch,BNVI031,50,(250) 559-4518,280 1st Street,Sointula,BC,V0N 3E0,50.63018631,-127.0188295,"12,103","38,184","5,704","2,373","23,544",65,0,505,8,3,337,1,0,35,,,,"1,673",0,0,"2,826",3,No,Yes,111,"1,154",205
Vancouver Island Regional Library,Sooke Branch,BNVI032,50,(250) 637-2247,2065 Anna Marie Road,Sooke,BC,V9Z 0A4,48.37974588,-123.7199249,"4,730","8,184","1,880","1,085","9,964",0,0,0,18,7,159,2,0,7,,,,0,0,0,"1,441",1,No,Yes,56,"1,030",206
Vancouver Island Regional Library,South Cowichan Branch,BNVI033,72,(250) 282-5551,310 - 2720 Mill Bay Road,Mill Bay,BC,V0R 2P0,48.6526,-123.5587,"3,695","8,800","2,078",311,"1,382",9,2,69,17,6,270,3,0,4,,,,0,0,0,"1,586",2,No,Yes,56,"1,030",206
Vancouver Island Regional Library,Tahsis Branch,BNVI034,63,(250) 656-0944,977  Maquinna Drive S,Tahsis,BC,V0P 1X0,49.91528421,-126.6635378,"18,162","167,917","33,268","4,806","103,031",48,35,"1,342",45,26,"7,767",15,3,429,,,,"3,648",0,0,"12,883",4,No,Yes,527,"2,890",353
Vancouver Island Regional Library,Tofino Branch,BNVI035,85,(250) 973-6493,331 Main Street,Tofino,BC,V0R 2Z0,49.15368928,-125.9075657,"8,835","20,908","2,870","1,513","14,716",36,2,343,64,1,588,26,1,334,,,,0,0,0,"1,896",2,No,Yes,82,"1,030",206
Vancouver Island Regional Library,Ucluelet Branch,BNVI036,62,(250) 642-3022,500 Matterson Dr,Ucluelet,BC,V0R 3A0,48.93791074,-125.5506617,"21,990","102,436","32,378","8,797","78,520",79,9,359,57,8,"1,522",7,3,116,,,,"1,430",0,0,"6,762",3,No,No,343,"2,285",302
Vancouver Island Regional Library,Union Bay Branch,BNVI037,79,(250) 743-5436,5527 Island Highway,Union Bay,BC,V0R 3B0,49.58368708,-124.8864621,"21,849","105,733","29,545","6,592","74,602",83,6,813,90,3,"2,208",4,0,57,,,,"1,827",838,0,"7,895",2,No,Yes,307,"2,423",302
Vancouver Island Regional Library,Woss Branch,BNVI039,84,(250) 934-6621,4503B Railway Ave,Woss,BC,V0N 3P0,50.21315813,-126.603505,"5,545","5,706","1,169",450,"2,145",13,0,37,14,0,105,4,2,36,,,,0,0,0,"1,265",2,No,Yes,84,"1,030",206
Vancouver Public Library,Accessible Services,BVA017,70,(250) 725-3713,345 Robson St,Vancouver,BC,V6B 6B3,49.2795264,-123.1153176,"9,562","20,813","8,704",346,"14,889",0,0,0,41,0,574,1,0,5,,,,0,0,0,"1,993",3,No,Yes,93,"1,030",206
Vancouver Public Library,Britannia Branch,BVA001,70,(250) 726-4642,1661 Napier,Vancouver,BC,V5L 4X4,49.27507289,-123.0706567,"7,942","18,512","6,707",317,"14,446",0,0,0,35,0,417,1,0,7,,,,0,0,0,"1,812",1,No,Yes,118,"1,030",206
Vancouver Public Library,Carnegie Branch,BVA002,71,(250) 335-2433,401 Main Street,Vancouver,BC,V6A 2T7,49.28112315,-123.10013,"4,341","7,982","1,179",262,,0,0,0,0,0,0,0,0,0,,,,0,15,0,"1,250",0,No,Yes,27,820,154
Vancouver Public Library,Central Library,BVA003,85,(250) 281-2263,350 West Georgia Street,Vancouver,BC,V6B 6B1,49.27979929,-123.1156599,"3,311","3,981","1,149",190,"7,255",9,1,50,58,1,415,4,0,7,,,,0,0,0,"1,635",2,No,No,42,"1,030",206
Vancouver Public Library,Champlain Heights Branch,BVA004,39,604-331-4100,7110 Kerr Street,Vancouver,BC,V5S 4W2,49.21898096,-123.039461,"19,393","53,290","1,394","42,401","4,455",0,0,0,0,0,0,0,0,0,0,0,0,"1,915","3,640",0,"5,252",0,No,No,271,"1,876",257
Vancouver Public Library,Collingwood Branch,BVA005,39,(604) 665-2222,2985 Kingsway,Vancouver,BC,V5R 5J4,49.23620451,-123.0426838,"48,249","262,188","103,415","14,895","244,712",62,21,"1,248",200,80,"9,704",25,14,659,3,7,272,"4,030","3,076",0,"10,220",1,No,Yes,902,"3,227",354
Vancouver Public Library,Dunbar Branch,BVA006,39,(604) 665-3010,4515 Dunbar Street,Vancouver,BC,V6S 2G7,49.24601083,-123.1856137,"22,552","147,656","3,548","39,269","379,549",32,2,510,0,4,25,0,0,0,0,0,0,"2,340",572,0,"11,364",1,No,Yes,179,"4,357",364
Vancouver Public Library,Firehall Branch,BVA007,39,(604) 331-3603,1455 West 10th Avenue,Vancouver,BC,V6H 1J8,49.26286013,-123.1375926,"1,185,484","1,504,596","332,445","279,034","1,932,314","1,048",47,"24,661","1,049",118,"41,280",139,3,"2,920",221,26,"6,472","135,413","72,194",0,"337,480",30,No,Yes,"36,254.00","3,369",355
Vancouver Public Library,Fraserview Branch,BVA008,39,(604) 665-3955,1950 Argyle Drive,Vancouver,BC,V5P 2A8,49.219645,-123.0667936,"54,060","294,222","134,277","18,898","169,913",99,15,637,185,62,"6,732",3,0,28,23,0,116,"5,817","2,054",0,"9,152",1,No,Yes,775,"2,570",309
Vancouver Public Library,Hastings Branch,BVA009,39,(604) 665-3953,2674 East Hastings Street,Vancouver,BC,V5K 1Z6,49.2809382,-123.0501506,"21,757","100,355","41,320","5,956","71,824",41,7,386,115,53,"6,192",16,0,313,26,1,152,"1,918","2,054",0,"6,696",1,No,No,491,"2,419",309
Vancouver Public Library,Joe Fortes Branch,BVA010,39,(604) 665-3968,870 Denman Street,Vancouver,BC,V6G 2L8,49.29033884,-123.1363983,"40,402","247,583","93,739","9,965","146,219",40,3,331,179,73,"6,535",9,0,53,0,0,0,"3,009","2,704",0,"8,320",1,No,No,595,"2,364",309
Vancouver Public Library,Kensington Branch,BVA011,39,(604) 665-3970,1428 Cedar Cottage Mews,Vancouver,BC,V5N 5Z1,49.24912355,-123.0756208,"30,021","249,790","57,007","12,021","156,843",18,25,424,134,34,"5,806",3,1,27,1,0,30,"3,732","1,690",0,"7,986",1,No,Yes,616,"2,468",309
Vancouver Public Library,Kerrisdale Branch,BVA012,39,(604) 665-3957,2112 West 42nd Avenue,Vancouver,BC,V6M 2B6,49.23333554,-123.1561347,"30,047","174,491","71,687","8,490","131,176",34,13,437,165,53,"6,829",27,0,375,5,1,46,"3,789","1,274",0,"7,072",1,No,No,751,"2,570",309
Vancouver Public Library,Kitsilano Branch,BVA013,39,(604) 665-3959,2425 Macdonald Street,Vancouver,BC,V6K 3Y9,49.26470584,-123.1688145,"44,878","245,313","79,841","10,916","157,116",63,3,367,158,46,"5,425",13,0,112,12,0,30,"3,849","3,666",0,"8,580",1,No,No,823,"2,556",309
Vancouver Public Library,Marpole Branch,BVA014,39,(604) 665-3972,8386 Granville Street,Vancouver,BC,V6P 4Z7,49.21037987,-123.1401094,"39,789","354,014","59,139","32,254","301,991",45,3,590,196,70,"6,565",22,0,196,0,0,0,"4,360","2,938",0,"11,514",2,No,No,419,"3,061",354
Vancouver Public Library,Mount Pleasant Branch,BVA015,39,(604) 665-3961,1 Kingsway,Vancouver,BC,V5T 3H7,49.26438708,-123.1003937,"50,904","253,057","127,069","20,333","162,012",102,8,"1,553",228,74,"10,364",42,3,590,14,2,509,"3,846","1,794",0,"8,394",1,No,Yes,663,"2,573",309
Vancouver Public Library,neca?mat ct Strathcona Branch,BVA023,39,(604) 665-3974,730 East Hastings Street,Vancouver,BC,V6A 1R5,49.28088931,-123.088892,"42,801","312,556","120,519","13,287","220,042",10,11,247,189,25,"6,375",19,0,189,0,0,0,"3,784","2,418",0,"8,996",1,No,Yes,530,"2,601",309
Vancouver Public Library,Oakridge Branch,BVA016,39,(604) 665-3976,191 - 650 West 41st Avenue,Vancouver,BC,V5Z 2M9,49.23069165,-123.1183522,"63,288","532,478","171,223","21,845","315,037",72,22,958,185,37,"10,540",6,0,72,0,0,0,"5,840","3,963",0,"13,130",2,No,No,884,"3,214",354
Vancouver Public Library,Renfrew Branch,BVA018,39,(604) 665-3978,2969 East 22nd Avenue,Vancouver,BC,V5M 2Y3,49.25128217,-123.0427179,"30,969","190,369","57,229","20,824","128,587",48,5,596,167,45,"4,895",19,2,214,39,6,695,"3,703","1,560",0,"7,960",1,No,No,332,"2,468",309
Vancouver Public Library,South Hill Branch,BVA019,39,(604) 665-3962,6076 Fraser Street,Vancouver,BC,V5W 2Z7,49.22952239,-123.0903747,"59,095","413,318","140,662","29,923","397,137",126,9,"1,911",261,103,"16,414",10,4,56,5,3,119,"7,861","4,956",0,"14,768",2,Yes,Yes,"1,023.00","3,931",354
Vancouver Public Library,Terry Salman Branch,BVA021,39,(604) 665-3967,4575 Clancy Loranger Way,Vancouver,BC,V5Y 2M4,49.244207,-123.1076626,"31,477","185,912","40,690","30,196","235,984",44,12,606,147,139,"4,991",20,25,"1,063",0,1,30,,,0,,1,Yes,No,"1,023.00","3,928",352
Vancouver Public Library,Terry Salman Branch,BVA021,39,(604) 665-3964,4575 Clancy Loranger Way,Vancouver,BC,V5Y 2M4,49.254571,-123.107211,"51,047","466,816","290,374","18,946","311,591",26,11,552,286,22,"13,140",10,7,245,5,0,106,"4,004","4,836",0,"15,118",1,Yes,Yes,670,"3,930",354
Vancouver Public Library,West Point Grey Branch,BVA022,39,(604) 665-3980,4480 West 10th Avenue,Vancouver,BC,V6R 2H9,49.26358724,-123.208544,"69,241","462,456","166,419","27,787","338,027",139,18,"1,959",204,57,"12,257",27,3,355,45,0,547,"6,512","2,720",0,"14,237",2,No,Yes,"1,256.00","3,205",354
Vancouver Public Library,West Point Grey Branch,BVA022,39,(604) 665-3982,4480 West 10th Avenue,Vancouver,BC,V6R 2H9,49.26388,-123.20762,"39,340","263,734","105,476","16,074","165,596",27,10,387,148,45,"6,778",24,5,399,5,6,37,"3,799","1,690",0,"8,709",1,No,No,474,"2,461",309
Vanderhoof Public Library,Vanderhoof Public Library,BVDH001,39,(604) 257-8705,230 Stewart Drive,Vanderhoof,BC,V0J 3A0,54.01561941,-124.0055711,"73,173","454,264","214,948","29,337","314,738",79,28,"1,453",262,77,"10,993",49,4,843,26,3,222,"5,836","3,188",0,"13,455",1,No,No,"1,488.00","3,173",354
Vanderhoof Public Library,Vanderhoof Public Library,BVDH001,91,(250) 567-4060,230 Stewart Drive,Vanderhoof,BC,V0J 3A0,54.014086,-124.008737,21042,36220,17916,8100,,44,0,384,139,4,1691,14,0,136,0,0,0,0,0,1980,3840,1,,,616,2080,238
West Vancouver Memorial Library,West Vancouver Memorial Library,BWV001,39,(604) 665-3965,1950 Marine Drive,West Vancouver,BC,V7V 1J8,49.32878771,-123.1655083,"30,076","197,692","84,324","12,696","153,623",46,5,449,109,26,"4,233",40,1,263,25,4,287,"3,745","1,092",0,"8,709",1,No,No,475,"2,486",309
West Vancouver Memorial Library,West Vancouver Memorial Library,BWV001,45,(604) 925-7400,1950 Marine Drive,West Vancouver,BC,V7V 1J8,49.329034,-123.16538,245093,724568,256662,90992,517193,795,50,13495,682,100,20945,32,7,525,264,0,6872,35945,16453,0,32414,5,Yes,No,5117,3207,339
Whistler Public Library,Whistler Public Library,BW001,48,(604) 935-8433,4329 Main Street,Whistler,BC,V0N 1B4,50.117127,-122.956295,38135,174995,76273,37674,212634,237,22,6159,516,94,10949,40,5,306,584,50,1600,8168,1560,0,17922,3,Yes,No,1154,2830,353
